Unnamed: 0,Name,Date,Review,Sentiment
463,Галина,2021-03-23,"брали в 2018 году у них в Люберцах, инфраструктура потихоньку развивается, недочеты при приемке застройщик устранил в течение 2х недель, соседей слышно конечно, но и до этого жили в старой пятиэтажке так же слышали. Особых претензий нет, хотелось бы чтоб быстрее строили школы и сады.",neutral
464,Николай Михайлович,2021-03-23,"Не позавидуешь конечно вам, ужас. Мы когда принимали квартиру нанимали ребят, которые разбираются в приемке, сами не справились бы. Они выявили недостатки, мы заполнили акт и передали его в отдел. Замечания по ремонту были устранены в темпе, примерно в течении недели. В целом район нам нравится работаем недалеко отсюда, обещают со временем сделать дорогу, ну в принципе ее много где начали строить и ремонтировать и до нас очередь дойдет, инфраструктура тоже развивается потихоньку, это неизбежно, Москва продолжает расширяться и строиться)) а по факту, проблем везде хватает, где не копни, мы люди приезжие, потому особо не жалуемся.
Читать полностью",neutral
465,Алена,2021-03-30,"Сколько Бреда конечно вы написали. Особенно про водителей, чистящих парковочные места на платной стоянке. Это было один раз, в период сильных снегопадов, но извините основную дорогу там прочистили первым делом, а потом только улицы. Добираться туда не 15 минут, из любого уголка жк, но есл конечно у вас нет проблем со здоровьем. Далее про общественный транспорт- 40 минут до метро с отстоянном в очереди - это совершенно нормально для Подмосковья , покупайте в Москве если не хотите стоять. Только та же студия возле домодедовской будет не 3,6 млн, а 5 ,6 млн. Ремонт от застройщика - вы правы, лучше бы не делали. Но опять точно такой же ремонт вам встанет тыс 500 , если не больше. Везде есть минусы. Но это единственный жк эконом класса, где можно увидеть такую благоустроенную территорию .
Читать полностью",neutral
466,Сергей,2021-06-02,"Ужасный застройщик! Обманывают людей со сроками. Все сроки запланированные застройщиком по договору сгорели!
Достоинства: Нету
Недостатки: Обман людей, наплеватеольское отношение к людям
Читать полностью",negative
467,Роман,2021-06-03,"Нам тоже немного подзадержали, но это и понятно, стройку останавливали все застройщики, поэтому мы отнеслись с пониманием, качество устроило и это самое главное для нас.",positive
468,Марина,2024-06-24,"Перебрались в соседний жилой комплекс Люберцы. Мы всю жизнь тут, просто хотелось побольше квартиру. Район любимый, знаем все полезные места, куда сходить самим, куда с ребенком. К пробкам мы привыкшие, поэтому уже давным-давно не обращаем на них внимания.",neutral
469,Глеб,2022-06-27,"У Самолета брали сразу квартиру, паркинг и кладовку. Отлично, что есть подобные выгодные предложения, на которые еще и скидку дают. Получилось выгодно!",positive
470,Владимир,2022-02-13,"В отличие от некоторых других Самолет стройки на годы не замораживает, даже в современной ситуации, когда жутко вырос ценник на строительные материалы, они справляются. По качеству у нас лично с женой по купленной квартире претензий минимумум. Даже если была парочка, то их по запросу устранили буквально за пару недель.",neutral
471,Ирина К.,2021-11-22,"Мы приезжали посмотреть квартал. Пока все нравится) выглядит ухоженно, современно. Парковочных мест маловато, но в принципе дворы аккуратные и зеленые.. а с парковкой может и решат что-то в будущем.",neutral
472,Тимур Басиров,2024-06-20,"Мы живем в жилом комплексе Спутник около года. В школу определили ребёнка в Строгино, это прямо напротив, но вожу я его на машине, а жена ездит на работу через метро Мякинино. В целом, нормально, но приходится на маршрутке ездить. Самим комплексом довольны, застройщик у нас хороший, повезло!",positive
473,Сергей,2023-03-16,"Дома монолит-кирпич, есть квартиры с застекленными балконами и лоджиями, выбрали именно такую, отделка тоже под ключ, хорошо сразу заехать.",positive
474,Влад Крюков,2023-01-15,"Новый классный проект, смотрели планировки, понравились многие, но больше всего с балконами. Отделка под ключ при сдаче, это тоже нас очень устраивает.",positive
475,Жанна_Х,2024-06-27,"В жк Люберцы живу недавно, но такое ощущение, что это мой родной район. Влилась отлично можно сказать, уже всю территорию изучила, много где погулять можно, особенно около озера красиво. Здесь магазинчики разные имеются уже, всё рядом с домом есть, что необходимо",neutral
476,Инна,2023-09-19,"Живем в ЖК «Люберцы» уже год. Все устраивает. Хороший ЖК у нас, и управляющая компания хорошая. Территория всегда в порядке содержится, чисто очень, мусор вывозят всегда вовремя, переполненных баков не бывает. Квартира у нас с видом на озеро, и очень удачная планировка, санузел большой, кухня просторная, в комнатах хватает всем места. Есть кладовая, это решило проблему с хранением вещей, особенно сезонных.",positive
477,Лидия Степановна,2022-11-20,"Купили квартиру в Тропарево. Для нас подходящий вариант по цене/расположению и качеству. по сути вторая квартира от этого застройщика, первую брали себе родители и уже почти три года живут. За свои деньги компания предоставляет приемлемое качество.",positive
478,Лариса Танчук,2022-09-15,"Мы покупали квартиру с привлечением материнского капитала, брали ипотеку, вносили изначально только первоначальный взнос наличкой и все. Нужно было решать много вопросов, но менеджер Самолета во всем помог. Так как была у нас первая покупка жилья в жизни, конечно волновались, но все прошло хорошо. Только сам банк уже долго рассматривал заявку, но вроде говорят, что сейчас у многих так из-за ситуации в мире в целом. А еще менеджер нам помог саму квартиру выбрать. У Самолета предложений по вариантам куча и менеджер помог разобраться. Так как мы не москвичи и даже в области не жили никогда, он нам рассказал по плюсам-минусам разных районов, потом еще по планировкам, отделке и всему остальному. Выбрали квартиру с ремонтом, чтобы потом на него не тратиться, недалеко от мкада, в хорошем районе, инфраструктура есть вся (магазины, садик, школа, аптеки, даже поликлиники, банки, ну и все остальное) и даже метро не очень далеко. Дом будет сдаваться в следующем году, еще нужно подождать, но мы не переживаем, уверены, что все будет достроено и сдано как положено.
Читать полностью",positive
479,Марина,2024-06-29,"Мы в Пригород Лесное живем уже третий год, классный большой жк с собственной инфраструктурой, но ипотеку платим до сих пор. Хорошо, что платеж очень адекватный, нам в те времена очень повезло с хорошим процентом. Ну и квартира стоила немного других денег, чем сейчас.",positive
480,Наташа,2020-08-01,"Мы два года назад переехали в Пригород Лесное, сейчас вот дочери приобрели студию в Некрасовке. Это оба ЖК компании Самолет и этим все сказано) Действительно предлагают хорошее жилье за свои деньги. Мы очень довольны, квартира хорошая, просторная, далековато от центра правда, но зато природа вокруг. А вот дочери уже квартиру рядышком с метро взяли, ей это намного важнее)",positive
481,vika.myznikova,2024-06-22,"Я давно смотрела на этот жилой комплекс. Рассматривала разные варианты покупки. В итоге взяла квартиру без отделки, но в готовом доме. Хотелось дизайнерский ремонт сделать. Удалось! За счет него, квартира получилась очень необычная, хоть и небольшая и компактная. Я довольна)",positive
482,Ангелина Лепникова,2023-12-27,"Решила купить в квартале Сабурово себе двушку. Здесь в основном формат евро застройщиком представлен. Я так прикинула, неплохой вариант, лучше, чем однушка. До МКАДа, конечно, не очень близко, 15 км, зато ценник адекватный",positive
483,Олег Тамаков,2023-11-23,"Выбрал Большое Путилково у этого застройщика, потому что рядом с Москвой жк располагается. Квартира получилась классная, вид более - менее нормальный. Но вот с выездом тут беда, он всего один, приходится раньше вставать, чтобы не встрять прямо перед МКАДом.",neutral
484,Лера,2023-03-30,"Мы тоже покупали квартиру от самолета и хочу порекомендовать этого застройщика. Покупали квартиру в Пригород Лесное, с чистовой отделкой. Вы знаете, я даже была удивлена, насколько все было хорошо сделано. Материалы конечно не все импортные и супер высокого качества, но все в приличном виде и ламинат хороший, и двери, и сантехника. Все выполнено было в нейтральных тонах. И какая прелесть, что у соседей тоже чистовая отделка и после заселения никто не делал ремонт.
Читать полностью",neutral
485,Тимур Сидрук,2022-08-31,"Не буду ругать эту компанию даже с учетом того, что сдача дома нашего немного задержалась из-за пандемии. Тут всего пара месяцев, а некоторые уже больше года обещанные ключи не получают. При этом в нашем доме все отлично сделано, и вокруг хорошие площадки, и места для машин, и предусмотрены садики и школы, и район хороший. Мы довольны вообщем.",positive
486,Леся,2022-08-01,"К застройщику обратилась потому что у него была подходящая мне квартира и по адекватной стоимости. Купила ее в ипотеку, предварительно забронировав. Во время покупки и потом в процессе сдачи ничего не вызывало никаких вопросов и затруднений. Ставлю самолету за это 5 баллов.",neutral
487,Олег,2022-07-29,"Много различных планировок, классные подъезды, все новое и качественное как показано на сайте, все равно какие то мелкие недочёты будут, но это не так критично.",positive
488,Юрий Клевкин,2022-07-26,"Район неплохой, развитая инфраструктура. ЖК Люберцы масштабный, быстро строящийся и цены вполне неплохие за такой комфорт.",positive
489,Елена,2022-06-07,"Купили в прошлом году тут трёхкомнатную квартиру. Планировка не плохая, большая кухня у нас. Рады, что решились на ипотеку, теперь живем хоть, как люди, у каждого своя комната)).",positive
490,Кирилл,2022-02-13,"Пока еще рано делать какие-то выводы, потому что стройка только на начальном этапе. Тем не менее работы ведут активно, много техники на площадке. По рендерам все выглядит вполне привлекательно. Плюс хорошая цена на старте.",positive
491,Борис,2022-01-06,"Большой плюс от застройщика, это цена на квартиры, небольшая для Москвы, но все же растёт как на дрожжах, чем раньше приобретёте, тем лучше, на квартиры спрос большой.",neutral
492,Анатолий,2021-11-16,"Мое мнение – здесь можно брать квартиру на самом старте продаж. Застройщик серьезный, у компании надежные подрядчики и не было еще ни разу серьезных проблем по срокам сдачи.",neutral
493,Олег С.,2020-08-12,"Забрал родителей жить сюда из другой области, там продал, добавил денег и купил им квартиру в ЖК Люберцы на втором этаже. Они быстро привыкли, район неплохой, есть где прогуляться, все необходимое типа магазинов аптеки при месте. Качество квартиры хорошее, ничего не переделывали, въехали и живут.",neutral
494,Андрей Шибанов,2024-06-20,"Неплохое сочетание нормальной инфраструктуры и приемлемой локации. В целом, и цена получается оптимальная. Жаль, что не будет только московской регистрации.",neutral
495,Алла М.,2023-12-29,"Приобрели квартиру в этом жилом комплексе. Понравилась планировка и цена за нее. Здесь детские и спортивные площадки прямо на территории. Ну и ТЦ в принципе есть. На машине ездить не очень удобно, так как пробки. Но в принципе, мы и на метро не против ездить.",positive
496,Чернядьева Т.,2023-11-23,"Наконец то я дождалась свою квартиру, она правда еще в ипотеке, зато уже могу переехать сюда в скором времени. Корпус яркий белый цвет с розовым, квартира даже как для студии очень просторная и с отличным видом, ремонт не все по моему вкусу, но пока менять ничего не буду меня все устраивает. Окна, кстати, думала будут недорогие, а стоят качественные стеклопакеты с хорошей звукоизоляцией.",positive
497,Вадим,2023-09-25,"В офисе продаж Самолета нам предложили хороший процент по ипотеке и наиболее подходящая нам квартира в Егорово Парке стала реальностью. У застройщика хорошая репутация и уверен, что в 2024 году мы получим ключи.",positive
498,Светлана,2023-09-22,"Мне понравилось, что у нас на территория будет с круглосуточным видеонаблюдением, даже в лифтах будут камеры. У меня ребёнок ещё не такой большой, одного его отпускаю редко. Поэтому, когда знаешь, что есть какая-то подобная охрана, уже не страшно будет.",neutral
499,Роман,2023-09-03,"В Спутнике купил квартиру потому что был устраивающий меня ценник и присутсвовала станция метро недалеко, а я езжу часто и мне был этот вопрос актуален. Ну и плюс тут в целом неплохой район с нужными объектами социальными, торговыми и прочими.",neutral
500,Ирина,2023-08-17,"Добрый день, покупала квартиру в Горки Парк. Ключевым в принятии решения о покупке было то, что можно приобрести мебель.Такде при консультации мне разъяснили, что сейчас идёт акция и многое предоставляется в сетах (сет в ванную, декор, сет кухонный и т д.).К сожалению, документального подтверждения этому до сих пор не нашлось. Сделка зарегистрирована, а описи имущества нет. Ни в допсоглашении,ни в личном кабинете. Полное безобразие.Один менеджер Роман уволился, назначили Елизавету. Она считает, что она не мой менеджер. Вопросы не решает, пререкается. Директор обещал вопрос решить ещё 1августа,сегодня 17 число, а воз и ныне там. Сеты в подарок это обман или все-таки нет? Если нет, то где документы. Просьба разобраться в ситуации.
Нет
Добрый день, покупала квартиру в Горки Парк. Ключевым в принятии решения о покупке было то, что можно приобрести мебель.Такде при консультации мне разъяснили, что сейчас идёт акция и многое предоставляется в сетах (сет в ванную, декор, сет кухонный и т д.).К сожалению, документального подтверждения этому до сих пор не нашлось. Сделка зарегистрирована, а описи имущества нет. Ни в допсоглашении,ни в личном кабинете. Полное безобразие.Один менеджер Роман уволился, назначили Елизавету. Она считает, что она не мой менеджер. Вопросы не решает, пререкается. Директор обещал вопрос решить ещё 1августа,сегодня 17 число, а воз и ныне там. Сеты в подарок это обман или все-таки нет? Если нет, то где документы. Просьба разобраться в ситуации.
Читать полностью",neutral
501,Анна,2023-05-02,"Квартиру покупала как вторую, и не сильно переживаю, что она будет находиться в пригороде, это даже лучше если захочется сменить обстановку. К застройщику вопросов не может быть, работают быстро и уже много корпусов сдали, корпус в котором я купила на стадии внутренних работ, немного меня пугало, что квартал будет слишком плотно заселенным, но когда увидела территорию, то стало ясно, что места тут предостаточно для свободного пространства.",neutral
502,Алина Творина,2023-04-25,"Выбирали из нескольких вариантов комплексов, под все наши запросы больше всего попал этот проект. Район благоприятный, без рядом расположенных производств, отличный вид из панорамных окон на реку и парковую зону, в ЖК Люберцы разнообразный выбор квартир с любой отделкой, можно также заказать под ключ с мебелью.",neutral
503,Виталий,2023-04-24,"Мы так довольны переездом в новую квартиру! Даже с учётом ипотеки, все равно кайф! Живём теперь в Подмосковье, при этом достаточно близко к МКАДу. Жк реально на порядок удобнее, по сравнению с нашей предыдущей локацией в Домодедово. Ну и отсюда, если надо в город, то спокойно ездим.",positive
504,Галина Ференцева,2023-02-28,"Сам ЖК находится чуть в отдаленности от транспортной доступности, но сам район хорошо развит. Есть река, метро, вся социальная инфраструктура. Цены предоставлены адекватные, есть выгодные предложения от банков по ипотечному кредитованию. Мы быстро оформили, обошлось без бюрократии.",positive
505,Вадим Стрельцов,2023-02-17,"Строительная компания вполне приемлемая, чтобы приобрести у неё квартиру. Сдают проекты вовремя, симпатично строят. Но если брать подешевле, то будет уже МО, а не Москва.",neutral
506,Антон Ушаков,2022-11-22,"Вполне хороший и доступный вариант для покупки квартиры в этом ЖК, заселённость уже там хорошая, развитие тоже хорошее, есть доступ к различному транспорта, много остановок для общественного транспорта, что намного упрощает жизнь, до метро не нужно думать на чем добраться, ходит автотранспорт часто и сами остановки расположены близко к домам. Вообще транспорта много на территории ЖК, но парковочные места есть, кто бы что не говорил, найти всегда можно. Мне нравится этот ЖК, все вполне устраивает.
Читать полностью",positive
507,Константин,2022-09-18,"Этот застройщик всегда нам казался одним из самых адекватных на рынке недвижимости. Да и у многих знакомых квартиры именно от него построены. Мы взяли в строящемся Новом Внуково. До метро хоть и пол часа ехать, но зато подальше от города. И эта территория считается Новой Москвой. Так что будет ещё и Московская прописка!",negative
508,Карина,2022-07-31,"Взяли тут себе квартиру. Немного напрягал сначала район. Типа не самый лучший округ Подмосковья. Но когда увидели в шаговой доступности места для прогулок - парки, озеро Черное, реку Пехорку, решили взять не раздумывая. Не жалеем, все здесь нравится!",neutral
509,Viktor,2022-06-24,"Очень понравилось, что во многих жк этого застройщика можно купить квартиру с отделкой. По словам тех, кто уже в домах самолета живет, ремонт неплохой делают. Небольшие недоработки бывают, конечно, но про что-то прям такое страшное ни разу не слышал. У нас пока дом строится, но скоро сдача, будет возможность и самим посмотреть, надеюсь, что на нас не закончились хорошие материалы и умения специалистов))",positive
510,Денис,2022-04-17,"Присматриваемся к жк люберцы от застройщика Самолет. Привлекает цена, и то что до метро около 20 минут, не более. С планировками тут все ок, поэтому выбираем подходящую нам, скорее всего это будет двухкомнатная евро, и будем скоро брать!",positive
511,Юрий,2021-12-20,"Рядом Рязанское шоссе. В целом район удобный в плане транспорта, да и инфраструктура тут есть. Ну не знаю, пока стоимость квадрата реально невысокая, но и строительство только только стартовало, так что думаем еще.",neutral
512,Дмитрий,2021-12-19,"Очень привлекают доступные цены, которые предлагает за квартиры группа Самолет, невысокие ставки на ипотеки, также бывают очень часто скидки, очень выгодно.",positive
513,Marina,2021-12-13,"Хотели купить однокомнатную квартиру за наличные и решили все-таки оформить ипотеку и взять двухкомнатную. Немного конечно с документами пришлось побегать, но не страшно, уже все позади, ипотека одобрена, квартира оформлена. В 2023 году будем переезжать в Люберцы!",positive
514,Светлана,2021-08-20,"Да, Самолет не застройщик элитного жилья, но в своем прагматик классе (экономе), как хотите называйте они точно лучшие. Сколько мы вариантов пересмотрели, страшно сказать, но даже рядом новостроек нет. Одна убогость кругом, а тут и дома приличные, и площадки рядом, и планировки - есть из чего выбрать.",positive
515,Nina,2021-08-10,"Мы взяли студию. Может, и не самая большая по площади, зато это наша собственная квартира. Для нас двоих с мужем хватает)",positive
516,Лариса А.,2024-06-18,"Прекрасный ценник тут на квартиры. Пусть я и взяла себе свою двушку в ипотеку, но зато каждый месяц у меня копеечная выплата. Рада, что получилось этот евро формат взять, в однушке бы было бы тесновато.",positive
517,zalivina80,2023-11-17,"Переехали в Алхимово недавно. Нравится, что здесь система Умный дом моментом заработала, не успели даже переехать, уже нам и приложение подключили) все квитанции тоже через него приходят, удобная функция, не то слово. До Мцд немного далековато идти, но если муж подвозит на машине, то нормально.",positive
518,Вера,2023-09-08,"Мне сразу понравилось, что выбор квартир хороший, по планировке и отделке, есть вариант под ключ вот он то мне и подошел. Район только развивается, особенно вроде как транспортная ветка совсем слабая, но со своим автомобилем трудностей не будет, на территории комплекса будет паркинг, своя инфраструктура, современные дворы с газонами и детскими площадками. Квартиру купила студию, с такой компоновкой цена вышла чуть больше 5 миллионов, вполне нормально.
Читать полностью",positive
519,Жанна,2023-08-28,"Мы живем не далеко от Люберцов и искали именно в этом районе квартиру, а этот комплекс как раз нам приглянулся. Проект интересный, хоть немного комплекс расположен в отдаленности, сразу запланировано в нем строительство различной инфраструктуры, зон отдыха и спортивные площадки, вариантов квартир большой с различной планировкой и отделкой.",positive
520,Евгений,2023-07-12,"Мне нужна была студия в развитом районе, хотелось, чтобы все блага цивилизации были под рукой.Район поиска ограничил югом столицы. Пересмотрев немало вариантов, мне понравился жк Егорово Парк. Здесь практически закончены общестроительные работы и сдача планируется в первом квартале 24г. Предложили хороший процент по ипотеке и я решил остановиться здесь",positive
521,Лариса,2023-06-27,"В Алхимово у нас две квартиры. Одну брали для себя, вторую родителям недавно оформили. На сделку оба раза выходили быстро, без всяких проволочек. Мы с мужем заехали перед Новым годом, корпус родителей еще достраивается. По качеству строительства вопросов практически нет. Квартиру принесли с независимым экспертом, нареканий было не много и в основном по мелочи, застройщик все косяки быстро устранил. Думаю со второй квартирой тоже вопросов не будет.
Читать полностью",positive
522,Григорий,2023-06-22,"От Самолета покупал родителям квартиру, в ЖК Остафьево. Претензий не было к застройщику, сантехника стояла хорошая, нигде не текло, ламинат уложен ровно, не «гуляет», двери тоже все поставлены хорошо. словом, все достаточно хорошо.",neutral
523,Ада,2023-05-27,"Решили купить квартиру в ЖК Люберцы, ездили несколько раз смотрели, а недавно выбрали планировку трёхкомнатной квартиры. Стоимость вышла под десять млн. рублей, но если учитывать, что это абсолютно новый дом и квартира с ремонтом то в принципе не так и дорого. Удобно что внутри комплекса будет собственная инфраструктура, зоны отдыха и различные спортивные площадки.",positive
524,Ксения,2023-05-14,"Планировала покупать квартиру в Москве, но посмотрев на цены и состояние ремонта, решила брать лучше уже в новом комплексе построенным по современным меркам. В скором времени быстро нашла ЖК Люберцы, хоть и в пригороде, но вполне благоприятный район, купила двухкомнатную квартиру и очень рада покупке.",positive
525,Травкина Е.,2023-04-20,"Я не буду расхваливать, мол все идеально и берите только квартиру у самолета))) просто скажу, что мы ждали 2,5 года свою квартиру, (в Люберцах живем) от старта продаж и до того, как сдавали наш корпус. На мой вкус, я бы оставила другие двери и другого цвета ламинат, но как говорится, что имеет, то имеем. Косяков именно по отделочным работам не было. Да, сантехнику уже хочется другую, к примеру, на кухне кран с распылителем.",neutral
526,Надя Петрашова,2023-03-24,"Мы вот решились вложится в недвижимость. Риск есть, безусловно, это новострой и только через пару лет будут первые ключи. Но мы внимательно изучили рынок недвижимости, как, собственно и застройщиков, решили все-таки самолету довериться, как никак много лет на рынке, сдано множетсво объектов, которые сданы. В итоге недавно закончили оформление ЖК Квартал Ивакино.",negative
527,Светлана,2023-03-21,"Район тут хороший, со своей инфраструктурой, что для меня было важно. Квартиры по бюджетной стоимости, в пределах разумного. И лично для нашей семьи возможности приобрести по ипотеке свое жилье. Не слишком далеко от Москвы.",positive
528,Андрей,2023-02-21,"Обратился в офис продаж, где мне быстро предложили квартиру, которая соответствует всем запросам. Забронировал, а потом купил с ипотекой. Специалист помогал на всех этапах, за что ему благодарен, потому что у меня был первый опыт такой покупки и терялся во многих моментах, не зная, какие документы нужны, как происходит передача денег и прочее.",neutral
529,Вадим Кувшинов,2022-11-05,"Хороший застройщик, давно работает, хорошую репутацию завоевал, не слышал о каких-то судебных делах с ними, долгостроях. В наше время – самое важное.",positive
530,Николай,2022-10-31,"Хороший современный комплекс, установлена система «Умный дом», что намного облегчает жизнь, в старой квартире такого не было. Очень нравится современный подход застройщика и адекватные цены.",positive
531,Руслан Меньшов,2022-10-17,"Близость к Москве, это из приоритетов. Цены адекватные, мы покупали ещё не так давно. Магазинов много, что тоже большой плюс в удобстве и комфорте.",neutral
532,Кира,2022-10-16,"Я купила квартиру у застройщика Самолет. Еще на стадии котлована, в целом, меня все устроило: цена и расположение хорошие. Выбрала ЖК Люберцы. Покупка квартиры по договору ДДУ. Застройщик выполнил все свои работы в срок, обговоренный в договоре. По качеству застройки нас тоже все впринципе устроило. Рекомендую.",positive
533,Влада,2022-09-27,"Думали давно взять себе новую квартиру. Хотелось уже расширения по площади. Подобрали у этого классного застройщика себе жк Пригород Лесное. Тут и цена нормальная и метраж относительно Московских вариантов на порядок больше. Метро только здесь не рядом, нужно добираться на автобусе. Ну посмотрим, как это будет, когда переедем.",neutral
534,Анюта,2022-09-01,"Купили в этом комплексе трехкомнатную квартиру, дом практически готовый и на первый квартал следующего года планируется выдача квартир. Планировка в квартире мне понравилась, во все комнаты будет отдельный вход, общая площадь 55 квадратов. Выбрали этот район из- за близости к городу, а также хорошей развязкой, рядом есть школа, сад и супермаркеты. В будущем район еще больше будет расстраиваться и обновляться.",positive
535,veniamin,2022-08-28,"Думаю, можно спокойно брать квартиру у этого застройщика. Он вполне адекватен по ценам, квартиры у него в целом по рыночной стоимости продаются.",positive
536,Иван,2022-08-26,"Долго думали, где взять квартиру. Решили у Самолета в Егорово парке брать. Рядом есть заповедная зона. Внутри комплекса все будет хорошо оборудовано. Даже система Умный дом будет у нас. Но с дорогой здесь не так идеально, как хотелось бы. Если ехать на общественном, то путь займёт минут 30 до метро.",positive
