Name,Date,Review,Rating,Developer,Website,Sentiment
leitxrf,2016-03-31,"Три с половиной года назад наша семья купила квартиру в жилом комплексе ""Большое Кусково"", который строила ГК ""ПИК"". Продавцом был не сам ""ПИК"", а их инвесторы Строительно-инвестиционная компания ""Бэсткон"" . Поэтому о том, как ""ПИК""...
Квартиры сдают почти вовремя. В квартирах, продаваемых с отделкой, можно сразу жить
Много недочётов в отделке",4,ПИК,Otzovik,0
ori77rus,2016-10-30,"Приобрел квартиру в компании ПИК в ЖК Ярославский. В связи с чем хочу поделиться некоторым опытом. И так начнем. Менеджер по продажам. Довольно доброжелательно и позитивно настроен (ну при продаже по другом и не может...
Сроки стройки, организация процесса
умудрились в квартире без отделки получить замечания",4,ПИК,Otzovik,1
PeretsSan,2016-07-27,"Как хорошо что можно написать отзыв который будут читать люди и понимать что хорошо и что плохо! Несколько лет я работал в агентстве недвижимости и очень тесно мы работали с застройщиками Группа компаний ПИК. дела...
никаких, одни угрозы и неприступность.
халатное отношение , мошенничество, беспредел",1,ПИК,Otzovik,-1
светик777,2018-10-24,"Всем привет) На днях мы стали счастливыми обладателями квартиры-студии от ГК ПИК. Выбор на эту квартиру и застройщика ПИК пал по нескольким причинам: 1. Надёжность. 2. Много уже сданных в срок объектов. 3. Интересный дизайн...
Современно, надёжно, соотношение цена/качество
В соседнем доме есть проблемы с канализацией",4,ПИК,Otzovik,1
Рома Колесников,2024-08-14,"В конце 2021 года у меня образовалась некоторая свободная сумма, которую я решил инвестировать в недвижку. Изучил актуальный рынок новостроя и из свежих проектов мне больше всего приглянулся именно пиковский жк Кавказский бульвар 51. У...
Цена, готовая отделка.
Бюджетные материалы",5,ПИК,Otzovik,1
Sarinova Yuliya,2024-10-21,"В данный момент ищем жильё в Первомайском районе, но пока на рынке недвижки ситуация не особо стабильная, в основном гуляем по будущим ЖК и ходим по шоурумам. В топ-5 по новостройкам у нас сейчас пиковский...
Хорошие планировки, виды из окна на бухту
Цены на жильё в данный момент по стране",5,ПИК,Otzovik,0
Kokurina Irina,2024-11-08,"Заехали мы в свою квартиру еще в далеком 2020 году, когда цены и ипотечная ставка были адекватные. У нас трехкомнатная квартира, живем впятером(у нас трое детей) места вполне хватает, комнаты просторные, кухня так вообще огромная...
планировки и их выбор, развитый район
загруженность парковок, надо снимать или покупать машиноместо",5,ПИК,Otzovik,1
Genzerskaya Ira,2024-11-15,"Переехала в Москву не так давно - пару лет назад. Долго моталась по съемным и решила, что хватит отдавать кому-то в карман большие деньги, если можно точно также оформить ипотеку и платить те же деньги...
Классная квартира с хорошей отделкой, мебелью и техникой
Нет",5,ПИК,Otzovik,1
KristinaG1988,2024-11-13,"Хорошее место выбрали для застройки. Мне нравится близость к историческому центру. Метро я не всегда пользуюсь, чаще на машине езжу, но все равно удобно, что станция через дорогу находится. Еще приятно удивило, что застройщик взялся...
Хорошее расположение, быстрые темпы строительства (на сегодняшний день).
Цена",5,ПИК,Otzovik,1
Vitalina1996,2024-11-11,"В прошлом году получили ключи от нашей двухкомнатной в Исеть парке. Ремонт делать не хотели, да и дороже получается, чем готовый, поэтому брали квартиру в корпусе с отделкой. В этом же районе рассматривали другие ЖК...
Расположение у реки и вид из окна. Цена/качество адекватные.
Шум и пыль от стройки других корпусов и отсутствие паркинга в нашем.",5,ПИК,Otzovik,-1
Skibina Sofa,2024-10-16,"Всем привет! Скажу сразу, опыт взаимодействия с ПИКом у меня не первый – последняя съемная квартира у меня была в Green Park. Мне там в целом очень нравилось, что ремонт от застройщика, что сама локация...
район, парковое окружение, метро
сдача в 2025",5,ПИК,Otzovik,1
devic88,2020-02-29,"Когда мы задумались о покупке собственной квартиры, мы выбирали долго и тщательно. Был ряд критериев, которые мы не могли опустить. Деньги единственный и накопленные собственным трудом. Ипотека светила не маленькая. А значит жилье нужно готовое...
удобно, доступно
высокая слышимость",4,ПИК,Otzovik,1
Matvey-Lvovich,2024-10-18,"Эта квартира – моя первая собственная недвижимость, поэтому выбирал ее долго и нудно. Требований было много: район на западе Москвы, готовый ремонт, транспортная доступность и цена до 15 млн. Вариант взять вторичку у меня отпал...
метро, цена, готовая отделка
еще не заселился",5,ПИК,Otzovik,0
OlesyaTimofeeva,2022-06-23,"Доброго времени суток, тебе, мой Дорогой читатель Очень многие люди хаят и ругают группу компаний ПИК и конечно не зря, но почему же люди продолжают покупать? Цена, мой дорогой друг, никто не построит в такую...
закрытый двор, открытый двор, подъезд в уровень земли, аккуратные и красивые фасады цена
г...тделка не знания менеджерами условий ипотеки",5,ПИК,Otzovik,-1
Межуева Ю,2024-11-06,"Судя по тому, что я решила оставить отзыв, значит что я собственник квартиры в этом жк, что логично Хочу поделится своим впечатлением покупки квартиры от ПИК. Почему выбрала именно этот проект? Все просто-локация. Район Новоселье...
удобное расположение комплекса и доступная цена
есть только один вариант отделки",5,ПИК,Otzovik,1
Ангелина Рюмина,2022-08-26,"Купили квартиру в ЖК Одинцово-1 еще на стадии постройки. В августе прошлого года нам сдали квартиру. Были удивлены, так как читали много отзывов про задержки в сдаче от пика, что ощущения были неоднозначные. Все мы...
Цена, надежность застройщика.
Незначительные косяки в отделке.",5,ПИК,Otzovik,-1
Travkin R,2024-10-23,"Квартиру покупали почти три года назад, тогда ещё цены не были как сейчас да и семейную ипотеку банки давали. Получилось оформить трёхкомнатную в корпусе на Архангельской 9, его сдали в прошлом году. Приняли с первого...
Цена за метр, готовая новая школа
Для себя не обнаружили",5,ПИК,Otzovik,0
Саша Грянченко,2022-08-30,"Кто бы что ни говорил, а строит пик действительно быстро. Естественно, не без косяков, таких новостроек вообще не существует, но темпы у них похвальные. Вот у нас квартира в заречном парке, это СПБ. Второй корпус...
Быстро строят
На себе лично еще не ощутили никаких недостатков, позже будет видно",5,ПИК,Otzovik,0
Вера Солнцева00,2022-08-22,"Купили себе квартиру в Савин парке. Дома пока строятся, планируют сдавать в 2024 году, но мы не спешим. Вышла в 3,2 млн., в то время как рядом ценник начинается от 4 млн. рублей. Хорошо, что...
отделка, цена
по качеству пока не потятно, на приемке будет видно.",5,ПИК,Otzovik,1
karamelka1997,2022-09-14,"В прошлом году мы решили расшириться и начали смотреть двушки. Консультировались со многими застройщиками, у всех квартиры такие однотипные, как будто их проектировщики просто так зп получают. Друзья посоветовали Пик. Посмотрели у него варианты и...
хорошая планировка, социалка под рукой.
небольшие косяки по ремонту.",5,ПИК,Otzovik,1
Volovshchikov,2024-10-25,"Давно искал двушку в новом жк по ближе к МКАДу, так как по работе, часто мотаюсь в Серпухов. В итоге выбор пал на Восточное Бутово. Квартиру взяли в 5 корпусе, окна выходят во двор и...
расположение, доступный ценник
отсутствие балконов",5,ПИК,Otzovik,0
ВикторияСоболева,2024-10-10,"Мы переехали в Амурский парк около полугода назад и пока никаких особых нареканий нет. Выбрали этот комплекс из-за нескольких факторов: расположение, инфраструктура и, конечно же, планировки квартир. Когда выбирали квартиру, долго не могли определиться, но...
Просторная планировка, хорошее расположение, инфраструктура в комплексе
Небольшая слышимость в квартире, как в любой новостройке.",5,ПИК,Otzovik,1
ИстоминаАлена,2024-09-16,"У нас большой комплекс. Изначально я боялась, что из-за этого детям негде будет поиграть, что все будет застроено домами и заставлено машинами. Хоть домов действительно немало, но машин во дворах нет, с этим строго. Для...
Обустройство территории
Место в паркинге для нас дороговато",5,ПИК,Otzovik,-1
NataliyaKimmmm,2022-06-10,"Лично у меня претензий к компании пока нет. Покупка квартиры прошла онлайн- не привычно, конечно, зато оказалось без проблемно. Знакомые покупали так свою квартиру у ПИКа, поэтому и я решилась. Просто, вспоминаю свою покупку 14...
Цена и низкая ипотечная ставка
Ходят слухи о невысоком качестве жилья, хотя для своего сегмента норм, другие жк не лучше.",5,ПИК,Otzovik,-1
Aleksey-Kon,2022-05-05,"Мое мнение по поводу покупки жилья сугубо личное, кто-то может согласиться, а кто-то нет. По-моему, все просто: я выбираю стены, а не их обустройство, и застройщика, который со 100% вероятностью построит мне эти стены, и...
Проверенный временем
Если придираться, то покупка онлайн настораживает",4,ПИК,Otzovik,0
zakonovamn,2024-04-02,"Во время пандемии и старта ипотеки с господдержкой встал вопрос куда вложиться. Предложений на рынке было очень много, выбирала самостоятельно исходя из локации, высокой этажности, транспортной доступности и зелени рядом. В моем районе все звезды...
красивые и удобные дома для жизни, все процессы онлайн
мало парковочных мест",5,ПИК,Otzovik,1
alinkazza,2024-03-11,"Для понимания, немного предыстории... Я йога-тренер, работаю в этом направлении уже 6 лет, часто езжу на тренинги и обучения и в жизни стараюсь везде находить баланс. Но приходя домой в крошечную хрущевку мне чего-то не...
Для однушки приличный метраж, вменяемый ценник
Пока не хватает коммерции",5,ПИК,Otzovik,0
antsiniczin,2022-08-17,"Около 2-х лет назад переехал в Москву. Рванул в столицу на заработки. Цены на съемку здесь не дешевые. Как только вошел в стабильность начал думать о собственном жилье, лучше отдавать 40к за свою кв, чем...
средние ставки по ипотеке, быстрая постройка.
пока не было.",5,ПИК,Otzovik,0
vikmaveisa,2024-03-19,"Я долгое время снимала одну и ту же квартиру в ЖК Белая Дача Парк, а потом накопила на первый взнос и решила взять свою квартиру, чтобы не оплачивать чужую ипотеку. ЖК не стала менять, потому...
Наличие готовой отделки, район в котором находится жк, удобен для меня
Приняла квартиру только с 3 раза",5,ПИК,Otzovik,0
modelka64,2024-08-27,"Я, конечно, не писатель, но попробую рассказать про то, как и почему мы купили квартиру в ЖК Vangarden от ПИК. Вообще, к ПИКу относились достаточно настороженно, зная качество отделки. Но в Вангардене зацепило то, что...
Удобная локация, закрытый двор, квартира без отделки.
Цена высоковата.",5,ПИК,Otzovik,1
Kristinako1989,2022-09-20,"Купили в Полярной 25 евродвушку. Трешки стоят от 19 млн, а тут за 14 млн. двушка с большой кухней, где можно спокойно сделать гостиную. На отделку особо внимания не обращали, так как заказали свой дизайн...
Большая кухня, быстрое оформление
Везде однотипный светлый ремонт",5,ПИК,Otzovik,0
Трофимов Егор,2024-10-14,"Долго присматривался к новостройкам, и этот комплекс показался мне наиболее подходящим вариантом по соотношению цены и качества. В итоге остановился на однокомнатной квартире 34 кв. м. Покупка квартиры обошлась мне в 8 миллионов. Сумма, конечно...
Расположение, готовая отделка, цена
Ждать еще 1,5 года",5,ПИК,Otzovik,0
Трофимов Миша,2024-12-17,"За пиковской Серией Плюс я наблюдаю давно. Было время, когда даже думал взять квартиру в Vangarden, но не рискнул, так как было непонятно, что из этого выйдет. Ну и плюс не хотел связываться с предчистовой...
улучшенная отделка, балконы, планировки.
ключи в 2027 году",5,ПИК,Otzovik,1
Кутобаева И,2024-10-28,"Всю жизнь прожили в Балашихе в старом сегменте, хотела поскорее от туда переехать и когда очередь до шла до выбора квартиры искали ближ. вариант к Балашихе. Вот и наткнулись на Измайловский лес. Мы с мужем...
красивые дворы, наличие парков по близости, планировки
стоимость паркинга",5,ПИК,Otzovik,1
Анжела Пьяных,2024-12-10,"Долго присматривались к новостройкам в северном Подмосковье, но взвесив все за и против, остановились на Яуза Парк от ПИК в Мытищах. Прежде всего обращали внимание на расположение. Здесь удобно, что во первых до станции Мытищи...
Приемлемая цена, готовая отделка, своя ифнраструктура, удобное расположение
Пока их нет, потому что нет ключей",5,ПИК,Otzovik,1
Maks Kovalchenko,2024-11-18,"Квартиру брал с предчистовой отделкой, чтобы все сделать под себя. Планировка, кстати, очень понравилась. Просторная кухня-гостиная, две изолированные комнаты. Окна выходят на тихий двор, так что с шумом с улицы проблем нет. А вот по...
Классный вид из окна, квартира с предчистовой, мало косяков
Задержали выдачу ключей на несколько месяцев",5,ПИК,Otzovik,1
Anastasiya-1985,2024-12-13,"На Ильинских лугах я остановилась когда-то только из-за доступной цены. Конечно, хотелось взять квартиру в Москве, но с учетом как в 2022 году бешено росли цены, ждать и копить дальше было рискованно. Поэтому пришлось срочно...
цена, готовый ремонт, благоустроенные дворы
еще не все готово",5,ПИК,Otzovik,0
Miloslava An,2024-12-11,"С семьей совсем недавно стали обладателями квартиры в ЖК Утес. Ключи получили не так давно, и уже успели пройти приемку. Эмоции пока еще свежие, так что расскажу все как есть. Квартиру брали в первой очереди...
Метраж, планировка, хорошая отделка, хорошее расположение комплекса
Задержали ключи на несколько месяцев",5,ПИК,Otzovik,1
Slavik8845,2022-09-29,"Понятное дело, что в мск больше зарплаты, но и бешеный ритм жизни и бешеные цены на все. Сначала снимал в Балашихе жилье, потом когда зп подросла, перебрался поближе к мкад. Позже созрел до решения купить...
Норма отделка. Развивающаяся инфра. Ставки по ипотеке ниже рынка.
Небольшие проблемы с транспортом.",5,ПИК,Otzovik,-1
Еремина Светлана,2024-12-12,"В Белой Даче живем уже пару лет с мужем и двумя сыновьями. Выбирали долго, но когда приехали прогуляться по району поняли, что это то что нужно и за все время о выборе не пожалели. Что...
Хорошее обустройство территории, много зелени, удобная транспортная доступность, развитая инфраструктура, удобные квартиры.
Не очень много парковочных мест, отдаленность от центра",5,ПИК,Otzovik,1
Vadim Imukin,2024-11-27,"Я сейчас нахожусь в поисках адекватного варианта для вложения на стадии котлована среди новых жк. После многочасового изучения и просмотра рекомендаций различных экспертов, обзоров и отзывов вернулся снова к Московоречью. На первый взгляд не впечатлил...
Район на перспективу, цены.
Ключи в 2028 году.",5,ПИК,Otzovik,1
Karautin Dima,2024-11-25,"Всем доброго времени суток. Сегодня я хочу поделиться с вами своим опытом покупки квартиры в ЖК Лосиноостровский парк. Сразу обрисую, почему я остановился именно на этом комплексе. 1 Район Метрогородок – развитый, с нормальной инфраструктурой...
цена, район, отделка
для меня нет",5,ПИК,Otzovik,0
Лаптева1994,2024-09-14,"Перебрались сюда из Новосибирска, решили купить квартиру в Ленобласти. Цены ниже чем в самом городе, посвободнее, зато со всеми удобствами современного дома. Купили двухкомнатную в Таллинском парке с продажи нашей двушки в Новосибирске. Застройщиков смотрели...
Готовая отделка в квартирах, надёжный застройщик, хорошее расположение жк.
Пока не весь комплекс застроен.",5,ПИК,Otzovik,1
Kadnikova Natali,2024-11-22,"Доброго времени суток Решила поделиться своим опытом покупки квартиры у ПИК, может кому пригодится. Рынок в Обнинске я изучала долго. Сначала думала брать что-то в старом фонде, но потом пораскинула, что слишком долго и затратно...
готовая отделка, стоимость.
нет.",5,ПИК,Otzovik,0
Коломаскина0704,2024-11-20,"Заселились с семьей в ЖК Восточное Бутово, решил поделиться своими впечатлениями. Скажу сразу, что проект не обошёлся без своих плюсов и минусов, но в целом довольны. Несмотря на все процессы онлайн, всё в порядке, за...
Неплохая транспортная доступность, своя инфраструктура, онлайн-оформление
Маловато кружков для детей рядом",5,ПИК,Otzovik,0
Лара Беликова,2024-09-25,"Когда мы выбирали квартиру в САО, искали место, где будет комфортно всей семье, особенно в плане транспортной доступности. Большая Академическая 85 показался идеальным вариантом. Расположение отличное: рядом сразу несколько станций метро и МЦК, плюс удобный...
Квартира с отделкой и удобной планировкой, своя большая детская площадка, строится собственная инфраструктура, отличное расположение жк
ждем свою школу, частично идет стройка новых корпусов",5,ПИК,Otzovik,1
Фролова-О-87,2024-09-18,"Весь комплекс уже отстроен, осталось только дождаться, когда закончат со вторым садиком. Строят в принципе быстро, что радует. Уже нет тонны пыли и сильного шума техники. Сами дома выглядят обычно, архитектура максимально простая. В идеале...
Хорошее расположение, относительно инфраструктуры и близости метро. Все дома уже построены, нет лишнего шума и пыли.
Чем глубже в Москву, тем хуже экология.",5,ПИК,Otzovik,0
София-Кузина,2024-09-21,"В Кронштадтском 9 я живу уже с начала лета, так что за три месяца какое-то мнение о комплексе сложить успела. Вопросов по самой квартире у меня нет. Свою однушку приняла с первого раза. Сдавалась она...
локация, транспортная доступность, стоимость
нет готовой отделки",5,ПИК,Otzovik,0
Vika Strushlyak,2024-10-07,"Рассматривали район от Щербинки до Дрожжино. Выбор пал на жк никольские луга, в первую очередь из-за стоимости. Во всех других новостройках цены кусались. Тут тоже не скажу, что они прям очень низкие были- нет, но...
Квартира с отделкой и ее стоимость.
Метро далеко.",5,ПИК,Otzovik,0
Svet-Svetlana,2017-12-07,"Купили квартиру у ГК ПИК в ЖК «Мещерский лес», при приемке квартиры обнаружились существенные дефекты и нарушения СНИП (не установлена ванна, исцарапано окно, щели в ламинате, плитка со сколами, криво установленная дверь. Всего более 40...
нет
отвратительное качество отделки, нежелание исправлять свои ошибки, вранье менеджеров, прекращают общаться при появлении проблем",1,ПИК,Otzovik,-1
zakiyev19,2024-09-28,"В апреле приезжали на экскурсию в Митинский лес и первые впечатления были очень положительные. Лес, свежий воздух, тишина – такая редкость для Москвы и теперь уже и области. Для нашей семьи с грудным ребенком это...
Хороший комплекс со своей инфраструктурой, близко к МКАД.
Еще не заехали.",5,ПИК,Otzovik,1
Kuzneczov Matvey,2024-09-23,"Квартиру в Римского-Корсакова 11 я брал еще в феврале 2023 года. Помню, как некоторые друзья меня тогда отговаривали. Мол, 12 млн за двушку это дорого. Но я никого не послушал и взял. А в апреле...
Район, близость метро, цена
Отделку принял не с первой попытки",5,ПИК,Otzovik,-1
Валя-Пивнева,2024-09-11,"Наконец обустроилась в своей однушке в новостройке, можно и отзыв написать. Родители продали в родном городе четырёхкомнатную, купили в Питере себе двушку, оставшееся мне отдали на свою квартиру. Я как поднакопила, взяла за наличку однокомнатную...
Относительно невысокая цена, есть инфраструктура.
Дорога до метро необлагороженная, пробки на Заречной.",5,ПИК,Otzovik,-1
Roksana2024,2024-08-16,"Всем привет. В Москве я живу давно и все эти годы жилье снимала. Конечно, задумывалась уже и о своей. Но был нюанс. На мой взгляд, если и влезать в ипотеку, то брать жилье сразу в...
Цена, планировка, локация.
Сдача в 2026 году.",5,ПИК,Otzovik,0
vitalina sentish,2024-10-03,"Наш дом построили довольно быстро, а вот приемка немного затянулась, из-за маленького количества окон для записи на нее. Этот момент стоит улучшить. Сам процесс много времени не занял, квартира нас устроила и нарушений мы не...
Обустроенный двор, включая школу и садик, которые построят. Хорошая квартира.
Не понравилось, как организована запись на приемку, а точнее количество окошек на один день.",5,ПИК,Otzovik,1
plaudis,2024-08-22,"К квартире у меня было много запросов: чтобы была в новостройке, желательно с хорошим ремонтом, отсутствием плотной застройки вокруг, относительно тихое место, но не слишком далеко от центра, с хорошей транспортной доступностью. Вариантов пересмотрела массу...
Адекватная цена, наличие хорошей отделки и лоджии, расположение самого ЖК.
Особых нет.",5,ПИК,Otzovik,1
Postrigan Elvira,2024-08-21,"Квартира, действительно, оказалась лучше, чем мы предполагали. Ремонт выглядит хорошо, если б делали сами, то я бы такие цвета и выбрала) больше всего боялись за качество окон и дверей. Знаем, что в новостройках это больные...
Наличие отделки; большой не типичный двор; стройка обещанной школы, дет.сада и тц.
Домов много, ждать пока все достроиться долго. Надеюсь, что в итоге не будет проблем с парковками.",5,ПИК,Otzovik,0
Nata989,2024-08-19,"Приветствую! Мы с мужем и двумя детьми переехали сюда полгода назад и сейчас у нас некоторые заметки по этому поводу-как позитивные, так и не очень, обо всём расскажу ниже: Начну, пожалуй, все-таки с плюсов. Жильё...
Просторные планировки, интересные детские площадки, ухоженный двор.
Пока нет своих магазинов и инфраструктуры. С парковой проблему решают.",5,ПИК,Otzovik,1
KorzhavinaY,2024-08-26,"Искали новую квартиру в Котельниках, все таки и у детей здесь школа, и у нас с мужем работа поблизости. Заселились буквально год назад. Квартиру брали с готовой отделкой, трехкомнатную. Планировка интересная, в первый раз вижу...
наличие готовой отделки, хорошая планировка, локация
тут сказать нечего",5,ПИК,Otzovik,1
olga1993bes,2024-07-18,"У нас в целом стандартная ситуация переезда. Жили в двушке, захотели больше! Свою продали-новую нашли. Хотели именно новостройку, потому что старые дома ну совсем не привлекают. По расположению в ЮВАО больше всего понравился Волжский парк...
В будущем наличие своей школы и детского сада, красивые дворы, быстрое оформление документов.
Не совсем качественная отделка.",5,ПИК,Otzovik,1
Lesya162,2019-02-23,"Главное для ПИК – это строить 30-этажные гробы психованной расцветки и г...-качества. Что за шизофренический дизайн. Как псих больницы (в «желтом» корпусе у нас тихие, в «оранжевом»-шизики, а в «красном» - буйные, и без балконов...
нет!
карточный дом, который строят за два года и который рухнет через 2 года!",1,ПИК,Otzovik,0
g-susmile,2018-05-17,"Всем потенциальным покупателям новостроек и в том числе в ГК ПИК советую хорошенько подумать. Это считай вы покупаете лотерейный билет с возможностью выигрыша кота в мешке. Даже если дом построят (а теперь уже, надеюсь, после...
Построили
Квартира в результате будет дороже и хуже, чем вторичка",2,ПИК,Otzovik,1
Miusha2021,2024-01-06,"Несколько лет назад мои знакомые купили квартиру в ЖК, построенном компанией ПИК. Так как покупка недвижимости - дело хлопотное и волнительное, хотя, без сомнения и очень приятное, меня попросили принять участие в этом процессе с...
цена
дом сдан позже срока, ремонт лучше делать самим",3,ПИК,Otzovik,0
gargalyk,2022-12-19,"Решили купить квартиру у застройщика ПИК по их программе ипотеки 0,1% Выбрали квартиру. Нам перезвонили и вроде все легко и просто. Мы подали заявление на ипотеку и нам одобрил ипотеку банк дом. рф. под 0,1%...
вежливые сотрудники
обман покупателя, неполнота предоставления информации.",1,ПИК,Otzovik,-1
Бутовец Д,2018-09-06,"Прочитал буклет ПИК по мкр. Бутово Парк 2 и просто о... л. Не знал что у нас и парк с местом для прогулок и доступная инфраструктура, и парковки и добираться до метро Дмитрия Донского 10...
если ты житель дальнего аула - тебе сюда
описал",1,ПИК,Otzovik,0
Polyavina83,2025-01-15,"Накопила я наконец деньги на свою квартиру, и начала подыскивать варианты студии или однушки. Сказать, что я в ужасе от сегодняшних цен - ничего не сказать. Но делать нечего, дальше ждать чуда и снижения стоимости...
удобное расположение, ст.метро в 15 минутах
в отделке я особо не разбираюсь, но эксперт выявил некоторые дефекты. Говорит это норма для новостроек всех в принципе. Главное что все исправимо",5,ПИК,Otzovik,0
borodich mikhail,2025-01-06,"В Ильинских лугах взял однокомнатную, в области намного дешевле квартиры, в Москве за те же деньги только студии. Конечно, до города далековато, но комплекс укомплектованный, вся инфраструкутра уже рабочая, на территории много коммерческих помещений, поэтому...
Я не жалею, что переехал. Цена-качество, на мой взгляд, оправданное.
Но если нет своей машины, то, наверное, я бы посоветовал искать что-то другое.",5,ПИК,Otzovik,0
НатальяБратикова,2024-12-23,"Небольшая предыстория - до этого мы жили в этом же районе, но в съемной квартире. В целом нас все устраивало до появления ребенка. А потом еще и аренда в мск повысилась. И в том году...
до ст.метро 8 минут, в доступности несколько автомагистралей, можно быстро выехать на Мичуринский проспект, Аминьевское шоссе, Северо-западную хорду
не совсем качественная отделка",5,ПИК,Otzovik,0
GutarevaElena,2024-12-19,"Уже 3 года, как живём в Саларьево. Понятно, что как и везде, есть свои минусы и плюсы. В идеале бы хотелось, чтобы в МОП была отдельная полноценная колясочная и чтобы в квартире был большой балкон...
однозначно стоимость.
нет большого балкона.",5,ПИК,Otzovik,0
Лидия Поташова,2025-01-13,"На ЖК Зеленый парк мы остановились практически сразу: с новостроем в Зеленограде негусто, так что выбирать не приходилось, а связываться со вторичкой желания не было. Даже если отбросить моменты с ремонтом и вывозом чужого хлама...
Стоимость, готовая отделка, своя инфраструктура
Квартиру приняли со второго раза",5,ПИК,Otzovik,1
Влада Степанова,2024-12-20,"Переехали мы сюда относительно недавно, удачно попали под семейную ипотеку 5,5%. Учитывая, что сейчас происходит на рынке недвижимости, решили не медлить с покупкой своей квартиры, да и хорошо что так сделали. В Люберцах мало вариантов...
хорошее расположение, наличие рядом парков, построен свой дет.сад
недостаточное количество парковочных мест",5,ПИК,Otzovik,1
Borodenko Liza,2024-12-18,"Я со спортом на """"вы"""", часто не хватает мотивации. В спортзал я даже как-то пыталась ходить, но во-первых, там ценник не маленький, во-вторых, много народа, иногда приходилось стоять в очереди на тренажер... никакого удовольствия. Пробовала...
Простое, доступное и понятное приложение. Тренировки эффективные.
Перебороть свою лень и начать заниматься спортом.",5,ПИК,Otzovik,1
Коля-Клюшин,2025-01-10,"К Кавказскому Бульвару 51 я присматриваюсь не первый год. Несмотря на локацию, по всем параметрам жк вобщем то неплохой: развитый район Царицыно, парки рядом, удобная развязка относительно мкада. Смущала отдаленность от метро, но это более...
Цена, планировки, район
Ключи в 2028 году",5,ПИК,Otzovik,0
Anna Marfich,2025-01-08,"Живем с семьей здесь несколько месяцев, так что некоторые впечатления уже есть, которыми я хочу поделится. Район, в принципе, устраивает, рядом большой лес. До метро пешком далековато (около 20 мин), чаще до него добираемся на...
В целом, плюсы для нас лично перевешивают минусы, пока всем довольны.
есть некоторые проблемы с парковкой",5,ПИК,Otzovik,0
